Company,Project,Partner ,Watershed,Category,Date,Gallons,X,Y,gal_num
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,5575,38.91698083,-77.47772665,5575.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,5210,38.91698083,-77.47772665,5210.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,5161,38.91698083,-77.47772665,5161.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,5208,38.91698083,-77.47772665,5208.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,5997,38.91698083,-77.47772665,5997.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,44547,38.91698083,-77.47772665,44547.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-12,5012,38.91698083,-77.47772665,5012.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,236,38.94870607,-77.52189249,236.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,165711,38.94870607,-77.52189249,165711.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,241297,38.94870607,-77.52189249,241297.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,87994,38.94870607,-77.52189249,87994.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,634772,38.94870607,-77.52189249,634772.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,1703142,38.94870607,-77.52189249,1703142.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,1141189,38.94870607,-77.52189249,1141189.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,911933,38.94870607,-77.52189249,911933.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,90381,38.94870607,-77.52189249,90381.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,97,38.94870607,-77.52189249,97.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,5,38.94870607,-77.52189249,5.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,82864,38.94870607,-77.52189249,82864.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,172663,38.94870607,-77.52189249,172663.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,179430,38.94870607,-77.52189249,179430.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,944306,38.94870607,-77.52189249,944306.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,1401388,38.94870607,-77.52189249,1401388.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,804277,38.94870607,-77.52189249,804277.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,64190,38.94870607,-77.52189249,64190.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,2,38.94870607,-77.52189249,2.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-02,1,38.94870607,-77.52189249,1.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,172253,38.94870607,-77.52189249,172253.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,49826,38.94870607,-77.52189249,49826.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,705599,38.94870607,-77.52189249,705599.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,893245,38.94870607,-77.52189249,893245.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,206470,38.94870607,-77.52189249,206470.0
Amazon,24178 UPPER WOODSIDE LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,66930,38.94870607,-77.52189249,66930.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,5308,39.02035976,-77.43439358,5308.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,4561,39.02035976,-77.43439358,4561.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,5448,39.02035976,-77.43439358,5448.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,4550,39.02035976,-77.43439358,4550.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,4794,39.02035976,-77.43439358,4794.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,4774,39.02035976,-77.43439358,4774.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,4986,39.02035976,-77.43439358,4986.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,5207,39.02035976,-77.43439358,5207.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,4911,39.02035976,-77.43439358,4911.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,5605,39.02035976,-77.43439358,5605.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,4987,39.02035976,-77.43439358,4987.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,4854,39.02035976,-77.43439358,4854.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,5500,39.02035976,-77.43439358,5500.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,4792,39.02035976,-77.43439358,4792.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,4518,39.02035976,-77.43439358,4518.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,3876,39.02035976,-77.43439358,3876.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,9635,39.02035976,-77.43439358,9635.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,5704,39.02035976,-77.43439358,5704.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,3676,39.02035976,-77.43439358,3676.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,7591,39.02035976,-77.43439358,7591.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,6561,39.02035976,-77.43439358,6561.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,7940,39.02035976,-77.43439358,7940.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,3651,39.02035976,-77.43439358,3651.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,3320,39.02035976,-77.43439358,3320.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,3925,39.02035976,-77.43439358,3925.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-02,4151,39.02035976,-77.43439358,4151.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,3519,39.02035976,-77.43439358,3519.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,3847,39.02035976,-77.43439358,3847.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,4064,39.02035976,-77.43439358,4064.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,4213,39.02035976,-77.43439358,4213.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,14477,39.02035976,-77.43439358,14477.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,4554,39.02035976,-77.43439358,4554.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,5251,39.02035976,-77.43439358,5251.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,6164,39.02035976,-77.43439358,6164.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,6832,39.02035976,-77.43439358,6832.0
Amazon,45295 W SEVERN WAY  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-12,9421,39.02035976,-77.43439358,9421.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,75363,38.9870026,-77.4426446,75363.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,242258,38.9870026,-77.4426446,242258.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,104427,38.9870026,-77.4426446,104427.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,358170,38.9870026,-77.4426446,358170.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,454966,38.9870026,-77.4426446,454966.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,503495,38.9870026,-77.4426446,503495.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,182514,38.9870026,-77.4426446,182514.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,158676,38.9870026,-77.4426446,158676.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,1101,38.9870026,-77.4426446,1101.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,99597,38.9870026,-77.4426446,99597.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,81117,38.9870026,-77.4426446,81117.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,133603,38.9870026,-77.4426446,133603.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,74147,38.9870026,-77.4426446,74147.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,90160,38.9870026,-77.4426446,90160.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,14729,38.9870026,-77.4426446,14729.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,4643,38.9870026,-77.4426446,4643.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,2644,38.9870026,-77.4426446,2644.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,727,38.9870026,-77.4426446,727.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,120,38.9870026,-77.4426446,120.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,30271,38.9870026,-77.4426446,30271.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,236506,38.9870026,-77.4426446,236506.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,295315,38.9870026,-77.4426446,295315.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,128539,38.9870026,-77.4426446,128539.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,214356,38.9870026,-77.4426446,214356.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,64217,38.9870026,-77.4426446,64217.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,926,38.9870026,-77.4426446,926.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,19548,38.916814,-77.492859,19548.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,253753,38.916814,-77.492859,253753.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,117364,38.916814,-77.492859,117364.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,278559,38.916814,-77.492859,278559.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,574837,38.916814,-77.492859,574837.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,512105,38.916814,-77.492859,512105.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,317676,38.916814,-77.492859,317676.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,83924,38.916814,-77.492859,83924.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,96714,38.916814,-77.492859,96714.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,318,38.916814,-77.492859,318.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,36954,38.916814,-77.492859,36954.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,100031,38.916814,-77.492859,100031.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,717622,38.916814,-77.492859,717622.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,471802,38.916814,-77.492859,471802.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,228001,38.916814,-77.492859,228001.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,41011,38.916814,-77.492859,41011.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,102497,38.916814,-77.492859,102497.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,1163,38.916814,-77.492859,1163.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,5788,38.916814,-77.492859,5788.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,15292,38.916814,-77.492859,15292.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,45257,38.916814,-77.492859,45257.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,166166,38.916814,-77.492859,166166.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,259095,38.916814,-77.492859,259095.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,82839,38.916814,-77.492859,82839.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,63032,38.916814,-77.492859,63032.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,7789,38.916814,-77.492859,7789.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,1220,38.916814,-77.492859,1220.0
Amazon,43736 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-12,34,38.916814,-77.492859,34.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,38972,38.9802688,-77.4261357,38972.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,24768,38.9802688,-77.4261357,24768.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,106864,38.9802688,-77.4261357,106864.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,328621,38.9802688,-77.4261357,328621.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,225221,38.9802688,-77.4261357,225221.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,179320,38.9802688,-77.4261357,179320.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,49505,38.9802688,-77.4261357,49505.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,-2390,38.9802688,-77.4261357,-2390.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,4656,38.9802688,-77.4261357,4656.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,22575,38.9802688,-77.4261357,22575.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,43662,38.9802688,-77.4261357,43662.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,255518,38.9802688,-77.4261357,255518.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,289706,38.9802688,-77.4261357,289706.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,178065,38.9802688,-77.4261357,178065.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,25507,38.9802688,-77.4261357,25507.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,36656,38.9802688,-77.4261357,36656.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,42293,38.9802688,-77.4261357,42293.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,-30,38.9802688,-77.4261357,-30.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,4865,38.9802688,-77.4261357,4865.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,5873,38.9802688,-77.4261357,5873.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,11107,38.9802688,-77.4261357,11107.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,76782,38.9802688,-77.4261357,76782.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,67121,38.9802688,-77.4261357,67121.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,29550,38.9802688,-77.4261357,29550.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,55292,38.9802688,-77.4261357,55292.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,57420,38.9802688,-77.4261357,57420.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,12122,38.9802688,-77.4261357,12122.0
Amazon,22945 INTERNATIONAL DR STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-12,13286,38.9802688,-77.4261357,13286.0
Amazon,43701 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,164,38.916814,-77.492859,164.0
Amazon,43701 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,23,38.916814,-77.492859,23.0
Amazon,43701 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,18201,38.916814,-77.492859,18201.0
Amazon,43701 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,142451,38.916814,-77.492859,142451.0
Amazon,43701 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,45172,38.916814,-77.492859,45172.0
Amazon,43701 CLUBBER LN CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,147748,38.916814,-77.492859,147748.0
